season,episode,airdate,hosts,youtube_id, view_count,like_count,dislike_count,title,year,imdb_id,imdb_rating,runtime,imdb_cast,imdb_votes,oscar_winner,gregg_popcorn,gregg_oscar,tim_popcorn,tim_oscar
11,1,9/25/2019,Gregg Turkington|Tim Heidecker,TkftGABKsnU,166703,4772,67,Judy,2019,7549996,6.8,118,Renée Zellweger|Jessie Buckley|Finn Wittrock|Rufus Sewell|Michael Gambon,38610,True,5,False,5,True
11,2,10/2/2019,Gregg Turkington|Mark Proksch|Tim Heidecker,G5vfOMSA-H8,219782,5393,203,Joker,2019,7286456,8.5,122,Joaquin Phoenix|Robert De Niro|Zazie Beetz|Frances Conroy|Brett Cullen,899910,True,5,True,6,True
11,2,10/2/2019,Gregg Turkington|Mark Proksch|Tim Heidecker,G5vfOMSA-H8,219782,5393,203,The Current War,2017,2140507,6.5,108,Benedict Cumberbatch|Oliver Powell|Sophia Ally|Tuppence Middleton|Woody Norman,18647,False,NA,NA,NA,NA
11,3,10/9/2019,Gregg Turkington|Tim Heidecker|Joe Estevez|Josh Lorton,qmkZDFggYZE,140296,3280,57,Gemini Man,2019,1025100,5.7,117,Will Smith|Mary Elizabeth Winstead|Clive Owen|Benedict Wong|Douglas Hodge,82315,False,4,False,5,False
11,3,10/9/2019,Gregg Turkington|Tim Heidecker|Joe Estevez|Josh Lorton,qmkZDFggYZE,140296,3280,57,The Addams Family,2019,1620981,5.8,86,Oscar Isaac|Charlize Theron|Chloë Grace Moretz|Finn Wolfhard|Nick Kroll,27398,False,5,False,NA,False
11,4,10/16/2019,Gregg Turkington|Tim Heidecker|Michael Matthews|Josh Lorton,RAMs41nvta8,102042,2400,53,Mister America,2019,10579992,6.5,89,Tim Heidecker|Gregg Turkington|Terri Parks|Curtis Webster|Don Pecchia,1046,False,3,False,0,False
11,4,10/16/2019,Gregg Turkington|Tim Heidecker|Michael Matthews|Josh Lorton,RAMs41nvta8,102042,2400,53,Maleficent: Mistress of Evil,2019,4777008,6.6,119,Angelina Jolie|Elle Fanning|Harris Dickinson|Michelle Pfeiffer|Sam Riley,81484,False,5,False,5,False
11,5,10/23/2019,Gregg Turkington|Mark Proksch|Tim Heidecker,zJXuik5QQ7A,102045,2279,34,The Last Full Measure,2018,0783640,6.7,116,Sebastian Stan|Alison Sudol|Asher Miles Fallica|LisaGay Hamilton|Bradley Whitford,6853,False,NA,NA,NA,NA
11,5,10/23/2019,Gregg Turkington|Mark Proksch|Tim Heidecker,zJXuik5QQ7A,102045,2279,34,Black and Blue,2019,7390646,6.4,108,Naomie Harris|Tyrese Gibson|Frank Grillo|Mike Colter|Reid Scott,15402,False,NA,NA,NA,NA
11,6,10/30/2019,Gregg Turkington|Mark Proksch|Tim Heidecker,ciX-tauchQs,106252,2223,54,Terminator: Dark Fate,2019,6450804,6.2,128,Linda Hamilton|Arnold Schwarzenegger|Mackenzie Davis|Natalia Reyes|Gabriel Luna,144192,False,5,False,5,True
11,6,10/30/2019,Gregg Turkington|Mark Proksch|Tim Heidecker,ciX-tauchQs,106252,2223,54,Motherless Brooklyn,2019,0385887,6.8,144,Edward Norton|Gugu Mbatha-Raw|Alec Baldwin|Willem Dafoe|Bruce Willis,39524,False,5,False,5,False
11,7,11/6/2019,Axiom Serradimigni|Gregg Turkington|Manuel Giusti|Tim Heidecker|Michael Matthews,tgPsYWyZCgc,103833,2442,44,Arctic Dogs,2019,4426464,4.6,92,Jeremy Renner|Heidi Klum|James Franco|John Cleese|Omar Sy,1317,False,5,False,5,False
11,7,11/6/2019,Axiom Serradimigni|Gregg Turkington|Manuel Giusti|Tim Heidecker|Michael Matthews,tgPsYWyZCgc,103833,2442,44,Midway,2019,6924650,6.7,138,Ed Skrein|Patrick Wilson|Woody Harrelson|Luke Evans|Mandy Moore,62671,False,5,False,5,False
11,8,11/13/2019,Gregg Turkington|Mark Proksch|Tim Heidecker|Toni Newman,HE0pBci6wVY,100926,2213,53,Charlie's Angels,2019,5033998,4.8,118,Kristen Stewart|Naomi Scott|Ella Balinska|Elizabeth Banks|Patrick Stewart,54252,False,NA,NA,5,False
11,8,11/13/2019,Gregg Turkington|Mark Proksch|Tim Heidecker|Toni Newman,HE0pBci6wVY,100926,2213,53,The Report,2019,8236336,7.2,119,Adam Driver|Corey Stoll|Evander Duck Jr.|Jon Hamm|Linda Powell,31605,False,NA,NA,NA,NA
11,9,11/20/2019,Axiom Serradimigni|Gregg Turkington|Manuel Giusti|Tim Heidecker|Joe Estevez|Toni Newman,-s1y1WFrawU,100268,2166,39,Frozen II,2019,4520988,6.9,103,Kristen Bell|Idina Menzel|Josh Gad|Jonathan Groff|Sterling K. Brown,129919,False,5,False,NA,NA
11,9,11/20/2019,Axiom Serradimigni|Gregg Turkington|Manuel Giusti|Tim Heidecker|Joe Estevez|Toni Newman,-s1y1WFrawU,100268,2166,39,21 Bridges,2019,8688634,6.6,99,Chadwick Boseman|Sienna Miller|J.K. Simmons|Stephan James|Taylor Kitsch,45616,False,5,False,NA,NA
11,10,11/27/2019,Gregg Turkington|Tim Heidecker|Toni Newman,EInX_lIWpEU,100251,2339,46,Knives Out,2019,8946378,7.9,130,Daniel Craig|Chris Evans|Ana de Armas|Jamie Lee Curtis|Michael Shannon,418999,False,NA,NA,NA,NA
11,10,11/27/2019,Gregg Turkington|Tim Heidecker|Toni Newman,EInX_lIWpEU,100251,2339,46,Queen & Slim,2019,8722346,7.1,132,Daniel Kaluuya|Jodie Turner-Smith|Bokeem Woodbine|Chloë Sevigny|Flea,21867,False,NA,NA,NA,NA
